,Unnamed: 0,Unnamed: 0.1,STA,Date,Precip,WindGustSpd,MaxTemp,MinTemp,MeanTemp,Snowfall,PoorWeather,YR,MO,DA,PRCP,DR,SPD,MAX,MIN,MEA,SNF,SND,FT,FB,FTI,ITH,PGT,TSHDSBRSGF,SD3,RHX,RHN,RVG,WTE
162,162,85558,33206,1945-6-4,0,,29.44444444,17.22222222,23.33333333,0.0,,45,6,4,0,,,85.0,63.0,74.0,0.0,,,,,,,,,,,,
163,163,85559,33206,1945-6-5,0,,28.33333333,17.22222222,22.77777778,0.0,,45,6,5,0,,,83.0,63.0,73.0,0.0,,,,,,,,,,,,
164,164,85560,33206,1945-6-6,T,,29.44444444,17.22222222,23.33333333,0.0,1.0,45,6,6,T,,,85.0,63.0,74.0,0.0,,,,,,,1.0,,,,,
165,165,85561,33206,1945-6-7,0,,33.33333333,17.22222222,25.55555556,0.0,,45,6,7,0,,,92.0,63.0,78.0,0.0,,,,,,,,,,,,
166,166,85562,33206,1945-6-8,0,,33.33333333,20.0,26.66666667,0.0,,45,6,8,0,,,92.0,68.0,80.0,0.0,,,,,,,,,,,,
167,167,85563,33206,1945-6-9,0,,30.0,22.22222222,26.11111111,0.0,,45,6,9,0,,,86.0,72.0,79.0,0.0,,,,,,,,,,,,
168,168,85564,33206,1945-6-10,0,,30.0,20.55555556,25.55555556,0.0,,45,6,10,0,,,86.0,69.0,78.0,0.0,,,,,,,,,,,,
169,169,85565,33206,1945-6-11,0,,32.22222222,18.88888889,25.55555556,0.0,,45,6,11,0,,,90.0,66.0,78.0,0.0,,,,,,,,,,,,
170,170,85566,33206,1945-6-12,0,,31.11111111,21.66666667,26.66666667,0.0,,45,6,12,0,,,88.0,71.0,80.0,0.0,,,,,,,,,,,,
171,171,85567,33206,1945-6-13,0,,30.55555556,20.55555556,25.55555556,0.0,,45,6,13,0,,,87.0,69.0,78.0,0.0,,,,,,,,,,,,
172,172,85568,33206,1945-6-14,0,,32.22222222,19.44444444,25.55555556,0.0,,45,6,14,0,,,90.0,67.0,78.0,0.0,,,,,,,,,,,,
173,173,85569,33206,1945-6-15,0,,31.66666667,20.0,25.55555556,0.0,,45,6,15,0,,,89.0,68.0,78.0,0.0,,,,,,,,,,,,
174,174,85570,33206,1945-6-16,0,,28.88888889,19.44444444,24.44444444,0.0,,45,6,16,0,,,84.0,67.0,76.0,0.0,,,,,,,,,,,,
175,175,85571,33206,1945-6-17,0,,31.11111111,18.88888889,25.0,0.0,,45,6,17,0,,,88.0,66.0,77.0,0.0,,,,,,,,,,,,
176,176,85572,33206,1945-6-18,0,,32.22222222,20.55555556,26.66666667,0.0,,45,6,18,0,,,90.0,69.0,80.0,0.0,,,,,,,,,,,,
177,177,85573,33206,1945-6-19,0,,29.44444444,21.66666667,25.55555556,0.0,,45,6,19,0,,,85.0,71.0,78.0,0.0,,,,,,,,,,,,
178,178,85574,33206,1945-6-20,0,,32.77777778,22.77777778,27.77777778,0.0,,45,6,20,0,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
179,179,85575,33206,1945-6-21,0,,33.33333333,22.77777778,27.77777778,0.0,,45,6,21,0,,,92.0,73.0,82.0,0.0,,,,,,,,,,,,
180,180,85576,33206,1945-6-22,0,,34.44444444,22.77777778,28.88888889,0.0,,45,6,22,0,,,94.0,73.0,84.0,0.0,,,,,,,,,,,,
181,181,85577,33206,1945-6-23,0,,33.33333333,21.11111111,27.22222222,0.0,,45,6,23,0,,,92.0,70.0,81.0,0.0,,,,,,,,,,,,
182,182,85578,33206,1945-6-24,0,,30.0,21.11111111,25.55555556,0.0,,45,6,24,0,,,86.0,70.0,78.0,0.0,,,,,,,,,,,,
183,183,85579,33206,1945-6-25,0,,31.11111111,20.0,25.55555556,0.0,,45,6,25,0,,,88.0,68.0,78.0,0.0,,,,,,,,,,,,
184,184,85580,33206,1945-6-26,0,,31.66666667,21.11111111,26.66666667,0.0,,45,6,26,0,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
185,185,85581,33206,1945-6-27,0,,32.77777778,20.0,26.66666667,0.0,,45,6,27,0,,,91.0,68.0,80.0,0.0,,,,,,,,,,,,
186,186,85582,33206,1945-6-28,0,,36.66666667,20.55555556,28.88888889,0.0,,45,6,28,0,,,98.0,69.0,84.0,0.0,,,,,,,,,,,,
187,187,85583,33206,1945-6-29,0,,38.88888889,25.0,32.22222222,0.0,,45,6,29,0,,,102.0,77.0,90.0,0.0,,,,,,,,,,,,
188,188,85584,33206,1945-6-30,0,,36.11111111,24.44444444,30.0,0.0,,45,6,30,0,,,97.0,76.0,86.0,0.0,,,,,,,,,,,,
189,189,85585,33206,1945-7-1,0,,32.77777778,23.33333333,27.77777778,0.0,,45,7,1,0,,,91.0,74.0,82.0,0.0,,,,,,,,,,,,
190,190,85586,33206,1945-7-2,0,,32.22222222,20.55555556,26.66666667,0.0,,45,7,2,0,,,90.0,69.0,80.0,0.0,,,,,,,,,,,,
191,191,85587,33206,1945-7-3,0,,36.11111111,25.0,30.55555556,0.0,,45,7,3,0,,,97.0,77.0,87.0,0.0,,,,,,,,,,,,
192,192,85588,33206,1945-7-4,0,,30.55555556,21.11111111,25.55555556,0.0,,45,7,4,0,,,87.0,70.0,78.0,0.0,,,,,,,,,,,,
193,193,85589,33206,1945-7-5,0,,30.55555556,20.0,25.55555556,0.0,,45,7,5,0,,,87.0,68.0,78.0,0.0,,,,,,,,,,,,
194,194,85590,33206,1945-7-6,0,,31.66666667,20.55555556,26.11111111,0.0,,45,7,6,0,,,89.0,69.0,79.0,0.0,,,,,,,,,,,,
195,195,85591,33206,1945-7-7,0,,32.77777778,19.44444444,26.11111111,0.0,,45,7,7,0,,,91.0,67.0,79.0,0.0,,,,,,,,,,,,
196,196,85592,33206,1945-7-8,0,,32.77777778,21.11111111,26.66666667,0.0,,45,7,8,0,,,91.0,70.0,80.0,0.0,,,,,,,,,,,,
197,197,85593,33206,1945-7-9,0,,35.0,22.77777778,28.88888889,0.0,,45,7,9,0,,,95.0,73.0,84.0,0.0,,,,,,,,,,,,
198,198,85594,33206,1945-7-10,0,,34.44444444,21.66666667,27.77777778,0.0,,45,7,10,0,,,94.0,71.0,82.0,0.0,,,,,,,,,,,,
199,199,85595,33206,1945-7-11,0,,35.0,22.22222222,28.88888889,0.0,,45,7,11,0,,,95.0,72.0,84.0,0.0,,,,,,,,,,,,
200,200,85596,33206,1945-7-12,0,,36.11111111,21.66666667,28.88888889,0.0,,45,7,12,0,,,97.0,71.0,84.0,0.0,,,,,,,,,,,,
201,201,85597,33206,1945-7-13,0,,34.44444444,26.11111111,30.0,0.0,,45,7,13,0,,,94.0,79.0,86.0,0.0,,,,,,,,,,,,
202,202,85598,33206,1945-7-14,0,,33.88888889,23.88888889,28.88888889,0.0,,45,7,14,0,,,93.0,75.0,84.0,0.0,,,,,,,,,,,,
203,203,85599,33206,1945-7-15,0,,32.22222222,23.33333333,27.77777778,0.0,,45,7,15,0,,,90.0,74.0,82.0,0.0,,,,,,,,,,,,
204,204,85600,33206,1945-7-16,0,,33.33333333,25.0,28.88888889,0.0,,45,7,16,0,,,92.0,77.0,84.0,0.0,,,,,,,,,,,,
205,205,85601,33206,1945-7-17,0,,32.77777778,23.88888889,28.33333333,0.0,,45,7,17,0,,,91.0,75.0,83.0,0.0,,,,,,,,,,,,
206,206,85602,33206,1945-7-18,0,,34.44444444,23.33333333,28.88888889,0.0,,45,7,18,0,,,94.0,74.0,84.0,0.0,,,,,,,,,,,,
207,207,85603,33206,1945-7-19,0,,35.0,24.44444444,30.0,0.0,,45,7,19,0,,,95.0,76.0,86.0,0.0,,,,,,,,,,,,
208,208,85604,33206,1945-7-20,0,,32.22222222,24.44444444,28.33333333,0.0,,45,7,20,0,,,90.0,76.0,83.0,0.0,,,,,,,,,,,,
209,209,85605,33206,1945-7-21,0,,31.11111111,25.0,27.77777778,0.0,,45,7,21,0,,,88.0,77.0,82.0,0.0,,,,,,,,,,,,
210,210,85606,33206,1945-7-22,0,,32.22222222,24.44444444,28.33333333,0.0,,45,7,22,0,,,90.0,76.0,83.0,0.0,,,,,,,,,,,,
211,211,85607,33206,1945-7-23,0,,37.22222222,25.55555556,31.11111111,0.0,,45,7,23,0,,,99.0,78.0,88.0,0.0,,,,,,,,,,,,
212,212,85608,33206,1945-7-24,0,,36.66666667,26.11111111,31.11111111,0.0,,45,7,24,0,,,98.0,79.0,88.0,0.0,,,,,,,,,,,,
213,213,85609,33206,1945-7-25,0,,33.88888889,25.55555556,30.0,0.0,,45,7,25,0,,,93.0,78.0,86.0,0.0,,,,,,,,,,,,
214,214,85610,33206,1945-7-26,0,,32.77777778,25.55555556,28.88888889,0.0,,45,7,26,0,,,91.0,78.0,84.0,0.0,,,,,,,,,,,,
215,215,85611,33206,1945-7-27,0,,33.88888889,23.33333333,28.88888889,0.0,,45,7,27,0,,,93.0,74.0,84.0,0.0,,,,,,,,,,,,
216,216,85612,33206,1945-7-28,0,,35.0,23.88888889,29.44444444,0.0,,45,7,28,0,,,95.0,75.0,85.0,0.0,,,,,,,,,,,,
217,217,85613,33206,1945-7-29,0,,36.11111111,24.44444444,30.0,0.0,,45,7,29,0,,,97.0,76.0,86.0,0.0,,,,,,,,,,,,
218,218,85614,33206,1945-7-30,0,,41.11111111,26.66666667,33.88888889,0.0,,45,7,30,0,,,106.0,80.0,93.0,0.0,,,,,,,,,,,,
219,219,85615,33206,1945-7-31,0,,37.22222222,24.44444444,31.11111111,0.0,,45,7,31,0,,,99.0,76.0,88.0,0.0,,,,,,,,,,,,
220,220,85616,33206,1945-8-1,0,,42.77777778,23.88888889,33.33333333,0.0,,45,8,1,0,,,109.0,75.0,92.0,0.0,,,,,,,,,,,,
221,221,85617,33206,1945-8-2,0,,37.22222222,23.88888889,30.55555556,0.0,,45,8,2,0,,,99.0,75.0,87.0,0.0,,,,,,,,,,,,
222,222,85618,33206,1945-8-3,0,,33.33333333,22.77777778,27.77777778,0.0,,45,8,3,0,,,92.0,73.0,82.0,0.0,,,,,,,,,,,,
223,223,85619,33206,1945-8-4,0,,31.66666667,21.11111111,26.66666667,0.0,,45,8,4,0,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
224,224,85620,33206,1945-8-5,0,,31.11111111,21.11111111,26.11111111,0.0,,45,8,5,0,,,88.0,70.0,79.0,0.0,,,,,,,,,,,,
225,225,85621,33206,1945-8-6,0,,33.33333333,20.55555556,26.66666667,0.0,,45,8,6,0,,,92.0,69.0,80.0,0.0,,,,,,,,,,,,
226,226,85622,33206,1945-8-7,0,,33.33333333,20.0,26.66666667,0.0,,45,8,7,0,,,92.0,68.0,80.0,0.0,,,,,,,,,,,,
227,227,85623,33206,1945-8-8,0,,36.66666667,21.11111111,28.88888889,0.0,,45,8,8,0,,,98.0,70.0,84.0,0.0,,,,,,,,,,,,
228,228,85624,33206,1945-8-9,0,,38.88888889,23.88888889,31.11111111,0.0,,45,8,9,0,,,102.0,75.0,88.0,0.0,,,,,,,,,,,,
229,229,85625,33206,1945-8-10,0,,38.33333333,22.22222222,30.0,0.0,,45,8,10,0,,,101.0,72.0,86.0,0.0,,,,,,,,,,,,
230,230,85626,33206,1945-8-11,0,,43.33333333,21.66666667,32.22222222,0.0,,45,8,11,0,,,110.0,71.0,90.0,0.0,,,,,,,,,,,,
231,231,85627,33206,1945-8-12,0,,40.0,25.0,32.22222222,0.0,,45,8,12,0,,,104.0,77.0,90.0,0.0,,,,,,,,,,,,
232,232,85628,33206,1945-8-13,0,,42.22222222,22.77777778,32.22222222,0.0,,45,8,13,0,,,108.0,73.0,90.0,0.0,,,,,,,,,,,,
233,233,85629,33206,1945-8-14,0,,43.88888889,26.66666667,35.55555556,0.0,,45,8,14,0,,,111.0,80.0,96.0,0.0,,,,,,,,,,,,
234,234,85630,33206,1945-8-15,0,,41.66666667,23.88888889,32.77777778,0.0,,45,8,15,0,,,107.0,75.0,91.0,0.0,,,,,,,,,,,,
235,235,85631,33206,1945-8-16,0,,36.11111111,24.44444444,30.0,0.0,,45,8,16,0,,,97.0,76.0,86.0,0.0,,,,,,,,,,,,
236,236,85632,33206,1945-8-17,0,,34.44444444,23.33333333,28.88888889,0.0,,45,8,17,0,,,94.0,74.0,84.0,0.0,,,,,,,,,,,,
237,237,85633,33206,1945-8-18,0,,38.33333333,21.11111111,30.0,0.0,,45,8,18,0,,,101.0,70.0,86.0,0.0,,,,,,,,,,,,
238,238,85634,33206,1945-8-19,0,,35.55555556,22.22222222,28.88888889,0.0,,45,8,19,0,,,96.0,72.0,84.0,0.0,,,,,,,,,,,,
239,239,85635,33206,1945-8-20,T,,35.55555556,23.88888889,30.0,0.0,1.0,45,8,20,T,,,96.0,75.0,86.0,0.0,,,,,,,1.0,,,,,
240,240,85636,33206,1945-8-21,0,,40.0,22.77777778,31.11111111,0.0,,45,8,21,0,,,104.0,73.0,88.0,0.0,,,,,,,,,,,,
241,241,85637,33206,1945-8-22,0,,40.55555556,23.33333333,32.22222222,0.0,,45,8,22,0,,,105.0,74.0,90.0,0.0,,,,,,,,,,,,
242,242,85638,33206,1945-8-23,0,,37.77777778,23.88888889,31.11111111,0.0,,45,8,23,0,,,100.0,75.0,88.0,0.0,,,,,,,,,,,,
243,243,85639,33206,1945-8-24,0,,36.11111111,22.22222222,28.88888889,0.0,,45,8,24,0,,,97.0,72.0,84.0,0.0,,,,,,,,,,,,
244,244,85640,33206,1945-8-25,0,,31.66666667,23.33333333,27.77777778,0.0,,45,8,25,0,,,89.0,74.0,82.0,0.0,,,,,,,,,,,,
245,245,85641,33206,1945-8-26,0.508,,29.44444444,23.33333333,26.66666667,0.0,1.0,45,8,26,0.02,,,85.0,74.0,80.0,0.0,,,,,,,1.0,,,,,
246,246,85642,33206,1945-8-27,0,,32.77777778,22.77777778,27.77777778,0.0,,45,8,27,0,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
247,247,85643,33206,1945-8-28,0,,32.22222222,24.44444444,28.33333333,0.0,,45,8,28,0,,,90.0,76.0,83.0,0.0,,,,,,,,,,,,
248,248,85644,33206,1945-8-29,0,,30.55555556,22.77777778,26.66666667,0.0,,45,8,29,0,,,87.0,73.0,80.0,0.0,,,,,,,,,,,,
249,249,85645,33206,1945-8-30,0,,28.88888889,22.77777778,25.55555556,0.0,,45,8,30,0,,,84.0,73.0,78.0,0.0,,,,,,,,,,,,
250,250,85646,33206,1945-8-31,0,,31.11111111,21.11111111,26.11111111,0.0,,45,8,31,0,,,88.0,70.0,79.0,0.0,,,,,,,,,,,,
251,251,85647,33206,1945-9-1,0,,31.66666667,21.11111111,26.66666667,0.0,,45,9,1,0,,,89.0,70.0,80.0,0.0,,,,,,,,,,,,
252,252,85648,33206,1945-9-2,0,,34.44444444,18.88888889,26.66666667,0.0,,45,9,2,0,,,94.0,66.0,80.0,0.0,,,,,,,,,,,,
253,253,85649,33206,1945-9-3,0,,39.44444444,21.66666667,30.55555556,0.0,,45,9,3,0,,,103.0,71.0,87.0,0.0,,,,,,,,,,,,
254,254,85650,33206,1945-9-4,0,,35.0,25.0,30.0,0.0,,45,9,4,0,,,95.0,77.0,86.0,0.0,,,,,,,,,,,,
255,255,85651,33206,1945-9-5,0,,32.77777778,22.77777778,27.77777778,0.0,,45,9,5,0,,,91.0,73.0,82.0,0.0,,,,,,,,,,,,
256,256,85652,33206,1945-9-6,0,,32.22222222,21.66666667,26.66666667,0.0,,45,9,6,0,,,90.0,71.0,80.0,0.0,,,,,,,,,,,,
257,257,85653,33206,1945-9-7,T,,32.77777778,20.0,26.66666667,0.0,1.0,45,9,7,T,,,91.0,68.0,80.0,0.0,,,,,,,1.0,,,,,
258,258,85654,33206,1945-9-8,T,,26.11111111,21.11111111,23.33333333,0.0,1.0,45,9,8,T,,,79.0,70.0,74.0,0.0,,,,,,,1.0,,,,,
259,259,85655,33206,1945-9-9,0,,28.88888889,18.33333333,23.33333333,0.0,,45,9,9,0,,,84.0,65.0,74.0,0.0,,,,,,,,,,,,
260,260,85656,33206,1945-9-10,0,,28.88888889,16.66666667,22.77777778,0.0,,45,9,10,0,,,84.0,62.0,73.0,0.0,,,,,,,,,,,,
261,261,85657,33206,1945-9-11,T,,27.77777778,18.88888889,23.33333333,0.0,1.0,45,9,11,T,,,82.0,66.0,74.0,0.0,,,,,,,1.0,,,,,
262,262,85658,33206,1945-9-12,0.762,,30.0,18.88888889,24.44444444,0.0,1.0,45,9,12,0.03,,,86.0,66.0,76.0,0.0,,,,,,,1.0,,,,,
263,263,85659,33206,1945-9-13,1.27,,27.22222222,17.77777778,22.22222222,0.0,1.0,45,9,13,0.05,,,81.0,64.0,72.0,0.0,,,,,,,1.0,,,,,
264,264,85660,33206,1945-9-14,4.064,,22.22222222,17.22222222,20.0,0.0,1.0,45,9,14,0.16,,,72.0,63.0,68.0,0.0,,,,,,,1.0,,,,,
265,265,85661,33206,1945-9-15,0,,25.0,16.11111111,20.55555556,0.0,,45,9,15,0,,,77.0,61.0,69.0,0.0,,,,,,,,,,,,
266,266,85662,33206,1945-9-16,0,,28.33333333,15.0,21.66666667,0.0,,45,9,16,0,,,83.0,59.0,71.0,0.0,,,,,,,,,,,,
267,267,85663,33206,1945-9-17,0,,31.66666667,19.44444444,25.55555556,0.0,,45,9,17,0,,,89.0,67.0,78.0,0.0,,,,,,,,,,,,
268,268,85664,33206,1945-9-18,0,,28.88888889,20.55555556,24.44444444,0.0,,45,9,18,0,,,84.0,69.0,76.0,0.0,,,,,,,,,,,,
269,269,85665,33206,1945-9-19,0,,31.11111111,20.0,25.55555556,0.0,,45,9,19,0,,,88.0,68.0,78.0,0.0,,,,,,,,,,,,
270,270,85666,33206,1945-9-20,0,,32.22222222,18.33333333,25.55555556,0.0,,45,9,20,0,,,90.0,65.0,78.0,0.0,,,,,,,,,,,,
271,271,85667,33206,1945-9-21,0,,30.0,18.88888889,24.44444444,0.0,,45,9,21,0,,,86.0,66.0,76.0,0.0,,,,,,,,,,,,
272,272,85668,33206,1945-9-22,0,,29.44444444,21.66666667,25.55555556,0.0,,45,9,22,0,,,85.0,71.0,78.0,0.0,,,,,,,,,,,,
281,281,85677,33206,1945-10-1,0,,21.66666667,16.11111111,18.88888889,0.0,,45,10,1,0,,,71.0,61.0,66.0,0.0,,,,,,,,,,,,
282,282,85678,33206,1945-10-2,T,,21.66666667,15.0,18.33333333,0.0,1.0,45,10,2,T,,,71.0,59.0,65.0,0.0,,,,,,,1.0,,,,,
283,283,85679,33206,1945-10-3,T,,21.66666667,13.88888889,17.77777778,0.0,1.0,45,10,3,T,,,71.0,57.0,64.0,0.0,,,,,,,1.0,,,,,
287,287,85683,33206,1945-10-7,0,,22.77777778,13.88888889,18.33333333,0.0,,45,10,7,0,,,73.0,57.0,65.0,0.0,,,,,,,,,,,,
288,288,85684,33206,1945-10-8,0,,22.77777778,10.55555556,16.66666667,0.0,,45,10,8,0,,,73.0,51.0,62.0,0.0,,,,,,,,,,,,
289,289,85685,33206,1945-10-9,0.508,,16.66666667,8.333333332999999,12.22222222,0.0,1.0,45,10,9,0.02,,,62.0,47.0,54.0,0.0,,,,,,,1.0,,,,,
290,290,85686,33206,1945-10-10,0,,20.55555556,6.666666667,13.33333333,0.0,,45,10,10,0,,,69.0,44.0,56.0,0.0,,,,,,,,,,,,
291,291,85687,33206,1945-10-11,0,,21.11111111,8.888888889,15.0,0.0,,45,10,11,0,,,70.0,48.0,59.0,0.0,,,,,,,,,,,,
292,292,85688,33206,1945-10-12,0,,23.88888889,8.888888889,16.66666667,0.0,,45,10,12,0,,,75.0,48.0,62.0,0.0,,,,,,,,,,,,
293,293,85689,33206,1945-10-13,0,,25.0,12.77777778,18.88888889,0.0,,45,10,13,0,,,77.0,55.0,66.0,0.0,,,,,,,,,,,,
294,294,85690,33206,1945-10-14,0,,22.77777778,12.22222222,17.77777778,0.0,,45,10,14,0,,,73.0,54.0,64.0,0.0,,,,,,,,,,,,
295,295,85691,33206,1945-10-15,0,,25.0,10.55555556,17.77777778,0.0,,45,10,15,0,,,77.0,51.0,64.0,0.0,,,,,,,,,,,,
296,296,85692,33206,1945-10-16,0,,25.0,12.22222222,18.88888889,0.0,,45,10,16,0,,,77.0,54.0,66.0,0.0,,,,,,,,,,,,
297,297,85693,33206,1945-10-17,0,,22.77777778,12.22222222,17.77777778,0.0,,45,10,17,0,,,73.0,54.0,64.0,0.0,,,,,,,,,,,,
298,298,85694,33206,1945-10-18,0,,22.22222222,11.66666667,16.66666667,0.0,,45,10,18,0,,,72.0,53.0,62.0,0.0,,,,,,,,,,,,
299,299,85695,33206,1945-10-19,2.032,,21.66666667,13.33333333,17.77777778,0.0,1.0,45,10,19,0.08,,,71.0,56.0,64.0,0.0,,,,,,,1.0,,,,,
300,300,85696,33206,1945-10-20,0.762,,20.55555556,13.88888889,17.22222222,0.0,,45,10,20,0.03,,,69.0,57.0,63.0,0.0,,,,,,,,,,,,
301,301,85697,33206,1945-10-21,0,,22.22222222,13.33333333,17.77777778,0.0,,45,10,21,0,,,72.0,56.0,64.0,0.0,,,,,,,,,,,,
302,302,85698,33206,1945-10-22,0,,22.77777778,10.55555556,16.66666667,0.0,,45,10,22,0,,,73.0,51.0,62.0,0.0,,,,,,,,,,,,
303,303,85699,33206,1945-10-23,0,,22.22222222,11.66666667,16.66666667,0.0,,45,10,23,0,,,72.0,53.0,62.0,0.0,,,,,,,,,,,,
304,304,85700,33206,1945-10-24,0,,22.77777778,11.66666667,17.22222222,0.0,,45,10,24,0,,,73.0,53.0,63.0,0.0,,,,,,,,,,,,
305,305,85701,33206,1945-10-25,0,,21.11111111,10.0,15.55555556,0.0,,45,10,25,0,,,70.0,50.0,60.0,0.0,,,,,,,,,,,,
306,306,85702,33206,1945-10-26,0,,25.0,10.0,17.77777778,0.0,,45,10,26,0,,,77.0,50.0,64.0,0.0,,,,,,,,,,,,
307,307,85703,33206,1945-10-27,0,,25.55555556,13.88888889,20.0,0.0,,45,10,27,0,,,78.0,57.0,68.0,0.0,,,,,,,,,,,,
308,308,85704,33206,1945-10-28,0,,24.44444444,12.22222222,18.33333333,0.0,,45,10,28,0,,,76.0,54.0,65.0,0.0,,,,,,,,,,,,
309,309,85705,33206,1945-10-29,0,,25.55555556,13.88888889,20.0,0.0,,45,10,29,0,,,78.0,57.0,68.0,0.0,,,,,,,,,,,,
310,310,85706,33206,1945-10-30,0,,23.33333333,12.77777778,17.77777778,0.0,,45,10,30,0,,,74.0,55.0,64.0,0.0,,,,,,,,,,,,
311,311,85707,33206,1945-10-31,0,,25.0,11.66666667,18.33333333,0.0,,45,10,31,0,,,77.0,53.0,65.0,0.0,,,,,,,,,,,,
312,312,85708,33206,1945-11-1,0,,23.88888889,10.55555556,17.22222222,0.0,0.0,45,11,1,0,,,75.0,51.0,63.0,0.0,,,,,,,0.0,,,,,
313,313,85709,33206,1945-11-2,0,,24.44444444,10.55555556,17.77777778,0.0,0.0,45,11,2,0,,,76.0,51.0,64.0,0.0,,,,,,,0.0,,,,,
314,314,85710,33206,1945-11-3,0,,24.44444444,11.66666667,18.33333333,0.0,0.0,45,11,3,0,,,76.0,53.0,65.0,0.0,,,,,,,0.0,,,,,
315,315,85711,33206,1945-11-4,0,,21.11111111,11.66666667,16.66666667,0.0,0.0,45,11,4,0,,,70.0,53.0,62.0,0.0,,,,,,,0.0,,,,,
316,316,85712,33206,1945-11-5,0,,20.55555556,12.22222222,16.66666667,0.0,0.0,45,11,5,0,,,69.0,54.0,62.0,0.0,,,,,,,0.0,,,,,
317,317,85713,33206,1945-11-6,0,,19.44444444,13.33333333,16.66666667,0.0,0.0,45,11,6,0,,,67.0,56.0,62.0,0.0,,,,,,,0.0,,,,,
318,318,85714,33206,1945-11-7,T,,16.66666667,12.22222222,14.44444444,0.0,1.0,45,11,7,T,,,62.0,54.0,58.0,0.0,,,,,,,1.0,,,,,
319,319,85715,33206,1945-11-8,4.572,,15.0,12.22222222,13.88888889,0.0,1.0,45,11,8,0.18,,,59.0,54.0,57.0,0.0,,,,,,,1.0,,,,,
320,320,85716,33206,1945-11-9,0,,18.88888889,7.777777778,13.33333333,0.0,0.0,45,11,9,0,,,66.0,46.0,56.0,0.0,,,,,,,0.0,,,,,
321,321,85717,33206,1945-11-10,T,,22.77777778,14.44444444,18.88888889,0.0,1.0,45,11,10,T,,,73.0,58.0,66.0,0.0,,,,,,,1.0,,,,,
322,322,85718,33206,1945-11-11,0,,23.33333333,17.22222222,20.55555556,0.0,0.0,45,11,11,0,,,74.0,63.0,69.0,0.0,,,,,,,0.0,,,,,
323,323,85719,33206,1945-11-12,1.778,,21.66666667,15.55555556,18.88888889,0.0,1.0,45,11,12,0.07,,,71.0,60.0,66.0,0.0,,,,,,,1.0,,,,,
324,324,85720,33206,1945-11-13,36.068,,18.33333333,14.44444444,16.66666667,0.0,1.0,45,11,13,1.42,,,65.0,58.0,62.0,0.0,,,,,,,1.0,,,,,
325,325,85721,33206,1945-11-14,7.874,,20.55555556,15.55555556,18.33333333,0.0,1.0,45,11,14,0.31,,,69.0,60.0,65.0,0.0,,,,,,,1.0,,,,,
326,326,85722,33206,1945-11-15,9.144,,17.77777778,13.33333333,15.55555556,0.0,1.0,45,11,15,0.36,,,64.0,56.0,60.0,0.0,,,,,,,1.0,,,,,
327,327,85723,33206,1945-11-16,17.526,,17.22222222,13.88888889,15.55555556,0.0,1.0,45,11,16,0.69,,,63.0,57.0,60.0,0.0,,,,,,,1.0,,,,,
328,328,85724,33206,1945-11-17,T,,16.11111111,14.44444444,15.55555556,0.0,1.0,45,11,17,T,,,61.0,58.0,60.0,0.0,,,,,,,1.0,,,,,
329,329,85725,33206,1945-11-18,0,,13.88888889,11.11111111,12.77777778,0.0,0.0,45,11,18,0,,,57.0,52.0,55.0,0.0,,,,,,,0.0,,,,,
330,330,85726,33206,1945-11-19,4.572,,12.22222222,8.888888889,10.55555556,0.0,1.0,45,11,19,0.18,,,54.0,48.0,51.0,0.0,,,,,,,1.0,,,,,
331,331,85727,33206,1945-11-20,0,,12.77777778,7.777777778,10.55555556,0.0,0.0,45,11,20,0,,,55.0,46.0,51.0,0.0,,,,,,,0.0,,,,,
332,332,85728,33206,1945-11-21,T,,13.33333333,10.0,11.66666667,0.0,1.0,45,11,21,T,,,56.0,50.0,53.0,0.0,,,,,,,1.0,,,,,
333,333,85729,33206,1945-11-22,10.414,,14.44444444,9.444444444,12.22222222,0.0,1.0,45,11,22,0.41,,,58.0,49.0,54.0,0.0,,,,,,,1.0,,,,,
334,334,85730,33206,1945-11-23,1.016,,16.11111111,12.22222222,14.44444444,0.0,1.0,45,11,23,0.04,,,61.0,54.0,58.0,0.0,,,,,,,1.0,,,,,
335,335,85731,33206,1945-11-24,0,,15.0,12.77777778,13.88888889,0.0,0.0,45,11,24,0,,,59.0,55.0,57.0,0.0,,,,,,,0.0,,,,,
336,336,85732,33206,1945-11-25,0,,15.55555556,11.11111111,13.33333333,0.0,0.0,45,11,25,0,,,60.0,52.0,56.0,0.0,,,,,,,0.0,,,,,
337,337,85733,33206,1945-11-26,0,,16.66666667,10.0,13.33333333,0.0,0.0,45,11,26,0,,,62.0,50.0,56.0,0.0,,,,,,,0.0,,,,,
338,338,85734,33206,1945-11-27,T,,17.77777778,11.11111111,14.44444444,0.0,1.0,45,11,27,T,,,64.0,52.0,58.0,0.0,,,,,,,1.0,,,,,
339,339,85735,33206,1945-11-28,4.064,,12.77777778,10.0,11.66666667,0.0,1.0,45,11,28,0.16,,,55.0,50.0,53.0,0.0,,,,,,,1.0,,,,,
340,340,85736,33206,1945-11-29,T,,8.888888889,7.222222222,8.333333332999999,0.0,1.0,45,11,29,T,,,48.0,45.0,47.0,0.0,,,,,,,1.0,,,,,
